County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
"Issaquena County, MS",5/20/2020,358,334,24,6.7
"Itawamba County, MS",5/20/2020,"9,885","9,039",846,8.6
"Jackson County, MS",5/20/2020,"56,524","48,288","8,236",14.6
"Jasper County, MS",5/20/2020,"5,820","5,290",530,9.1
"Jefferson County, MS",5/20/2020,"1,965","1,606",359,18.3
"Jefferson Davis County, MS",5/20/2020,"3,912","3,510",402,10.3
"Jones County, MS",5/20/2020,"24,340","22,523","1,817",7.5
"Kemper County, MS",5/20/2020,"3,427","3,056",371,10.8
"Lafayette County, MS",5/20/2020,"25,885","23,899","1,986",7.7
"Lamar County, MS",5/20/2020,"28,712","26,495","2,217",7.7
"Lauderdale County, MS",5/20/2020,"28,319","25,831","2,488",8.8
"Lawrence County, MS",5/20/2020,"4,426","3,983",443,10
"Leake County, MS",5/20/2020,"7,959","7,127",832,10.5
"Lee County, MS",5/20/2020,"39,540","34,991","4,549",11.5
"Leflore County, MS",5/20/2020,"9,485","8,454","1,031",10.9
"Lincoln County, MS",5/20/2020,"13,898","12,624","1,274",9.2
"Lowndes County, MS",5/20/2020,"24,033","21,536","2,497",10.4
"Madison County, MS",5/20/2020,"50,623","45,586","5,037",10
"Marion County, MS",5/20/2020,"9,298","8,549",749,8.1
"Marshall County, MS",5/20/2020,"13,202","12,098","1,104",8.4
"Monroe County, MS",5/20/2020,"14,803","13,100","1,703",11.5
"Montgomery County, MS",5/20/2020,"3,815","3,466",349,9.1
"Neshoba County, MS",5/20/2020,"10,497","9,056","1,441",13.7
"Newton County, MS",5/20/2020,"8,389","7,578",811,9.7
"Noxubee County, MS",5/20/2020,"3,839","3,355",484,12.6
"Oktibbeha County, MS",5/20/2020,"21,254","19,293","1,961",9.2
"Panola County, MS",5/20/2020,"12,020","10,626","1,394",11.6
"Pearl River County, MS",5/20/2020,"21,674","19,759","1,915",8.8
"Perry County, MS",5/20/2020,"4,041","3,657",384,9.5
"Pike County, MS",5/20/2020,"13,927","12,531","1,396",10
"Pontotoc County, MS",5/20/2020,"14,056","12,631","1,425",10.1
"Prentiss County, MS",5/20/2020,"10,743","9,846",897,8.3
"Quitman County, MS",5/20/2020,"2,421","2,138",283,11.7
"Rankin County, MS",5/20/2020,"70,445","65,463","4,982",7.1
"Scott County, MS",5/20/2020,"12,182","11,285",897,7.4
"Sharkey County, MS",5/20/2020,"1,573","1,411",162,10.3
"Simpson County, MS",5/20/2020,"9,993","9,269",724,7.2
"Smith County, MS",5/20/2020,"6,405","6,043",362,5.7
"Stone County, MS",5/20/2020,"6,526","5,866",660,10.1
"Sunflower County, MS",5/20/2020,"7,570","6,856",714,9.4
"Tallahatchie County, MS",5/20/2020,"5,133","4,781",352,6.9
"Tate County, MS",5/20/2020,"11,508","10,477","1,031",9
"Tippah County, MS",5/20/2020,"8,754","8,041",713,8.1
"Tishomingo County, MS",5/20/2020,"8,084","7,466",618,7.6
"Tunica County, MS",5/20/2020,"4,952","3,831","1,121",22.6
"Union County, MS",5/20/2020,"13,500","12,196","1,304",9.7
"Walthall County, MS",5/20/2020,"4,642","4,217",425,9.2
"Warren County, MS",5/20/2020,"19,459","17,094","2,365",12.2
"Washington County, MS",5/20/2020,"16,334","14,496","1,838",11.3
"Wayne County, MS",5/20/2020,"7,226","6,577",649,9
"Webster County, MS",5/20/2020,"3,738","3,439",299,8
"Wilkinson County, MS",5/20/2020,"2,599","2,274",325,12.5
"Winston County, MS",5/20/2020,"7,132","6,364",768,10.8
"Yalobusha County, MS",5/20/2020,"4,633","4,145",488,10.5
"Yazoo County, MS",5/20/2020,"9,417","8,183","1,234",13.1
"Adair County, MO",5/20/2020,"9,887","9,272",615,6.2
"Andrew County, MO",5/20/2020,"9,333","8,834",499,5.3
"Atchison County, MO",5/20/2020,"2,757","2,607",150,5.4
"Audrain County, MO",5/20/2020,"10,764","9,652","1,112",10.3
"Barry County, MO",5/20/2020,"15,951","14,354","1,597",10
"Barton County, MO",5/20/2020,"5,176","4,817",359,6.9
"Bates County, MO",5/20/2020,"7,490","6,994",496,6.6
"Benton County, MO",5/20/2020,"7,184","6,453",731,10.2
"Bollinger County, MO",5/20/2020,"5,151","4,720",431,8.4
"Boone County, MO",5/20/2020,"94,580","88,397","6,183",6.5
"Buchanan County, MO",5/20/2020,"42,950","39,977","2,973",6.9
"Butler County, MO",5/20/2020,"17,896","16,111","1,785",10
"Caldwell County, MO",5/20/2020,"4,311","3,919",392,9.1
"Callaway County, MO",5/20/2020,"20,961","19,687","1,274",6.1
"Camden County, MO",5/20/2020,"18,242","16,362","1,880",10.3
"Cape Girardeau County, MO",5/20/2020,"38,020","34,666","3,354",8.8
"Carroll County, MO",5/20/2020,"4,637","4,341",296,6.4
"Carter County, MO",5/20/2020,"2,507","2,292",215,8.6
"Cass County, MO",5/20/2020,"52,094","47,834","4,260",8.2
"Cedar County, MO",5/20/2020,"5,646","5,356",290,5.1
"Chariton County, MO",5/20/2020,"3,666","3,503",163,4.4
"Christian County, MO",5/20/2020,"43,616","40,176","3,440",7.9
"Clark County, MO",5/20/2020,"3,272","2,963",309,9.4
"Clay County, MO",5/20/2020,"135,686","118,784","16,902",12.5
"Clinton County, MO",5/20/2020,"10,675","9,474","1,201",11.3
"Cole County, MO",5/20/2020,"38,257","35,879","2,378",6.2
"Cooper County, MO",5/20/2020,"7,327","6,678",649,8.9
"Crawford County, MO",5/20/2020,"10,787","9,782","1,005",9.3
"Dade County, MO",5/20/2020,"3,549","3,362",187,5.3
"Dallas County, MO",5/20/2020,"6,876","6,345",531,7.7
"Daviess County, MO",5/20/2020,"4,190","3,960",230,5.5
"DeKalb County, MO",5/20/2020,"4,709","4,444",265,5.6
"Dent County, MO",5/20/2020,"6,117","5,754",363,5.9
"Douglas County, MO",5/20/2020,"5,265","4,577",688,13.1
"Dunklin County, MO",5/20/2020,"11,531","10,464","1,067",9.3
"Franklin County, MO",5/20/2020,"52,055","46,374","5,681",10.9
"Gasconade County, MO",5/20/2020,"7,758","7,003",755,9.7
"Gentry County, MO",5/20/2020,"3,459","3,342",117,3.4
"Greene County, MO",5/20/2020,"148,121","135,522","12,599",8.5
"Grundy County, MO",5/20/2020,"4,360","4,099",261,6
"Harrison County, MO",5/20/2020,"3,831","3,633",198,5.2
"Henry County, MO",5/20/2020,"9,576","8,752",824,8.6
"Hickory County, MO",5/20/2020,"3,780","3,557",223,5.9
"Holt County, MO",5/20/2020,"2,545","2,454",91,3.6
"Howard County, MO",5/20/2020,"4,689","4,411",278,5.9
"Howell County, MO",5/20/2020,"16,151","14,743","1,408",8.7
"Iron County, MO",5/20/2020,"3,502","3,159",343,9.8
"Jackson County, MO",5/20/2020,"353,789","312,644","41,145",11.6
"Jasper County, MO",5/20/2020,"56,408","51,365","5,043",8.9
"Jefferson County, MO",5/20/2020,"114,130","102,481","11,649",10.2
"Johnson County, MO",5/20/2020,"23,072","21,196","1,876",8.1
"Knox County, MO",5/20/2020,"1,742","1,673",69,4
"Laclede County, MO",5/20/2020,"17,239","15,154","2,085",12.1
"Lafayette County, MO",5/20/2020,"16,220","14,902","1,318",8.1
"Lawrence County, MO",5/20/2020,"17,923","16,426","1,497",8.4
"Lewis County, MO",5/20/2020,"5,062","4,680",382,7.5
"Lincoln County, MO",5/20/2020,"28,039","24,847","3,192",11.4
"Linn County, MO",5/20/2020,"4,959","4,626",333,6.7
"Livingston County, MO",5/20/2020,"7,228","6,918",310,4.3
"McDonald County, MO",5/20/2020,"10,489","9,830",659,6.3
"Macon County, MO",5/20/2020,"7,283","6,877",406,5.6
"Madison County, MO",5/20/2020,"5,523","5,012",511,9.3
"Maries County, MO",5/20/2020,"3,821","3,585",236,6.2
"Marion County, MO",5/20/2020,"14,082","13,207",875,6.2
"Mercer County, MO",5/20/2020,"1,971","1,895",76,3.9
"Miller County, MO",5/20/2020,"12,270","11,077","1,193",9.7
"Mississippi County, MO",5/20/2020,"5,650","5,323",327,5.8
"Moniteau County, MO",5/20/2020,"7,301","6,882",419,5.7
"Monroe County, MO",5/20/2020,"3,731","3,446",285,7.6
"Montgomery County, MO",5/20/2020,"5,747","5,297",450,7.8
"Morgan County, MO",5/20/2020,"8,026","7,309",717,8.9
"New Madrid County, MO",5/20/2020,"8,455","7,790",665,7.9
"Newton County, MO",5/20/2020,"27,094","24,671","2,423",8.9
"Nodaway County, MO",5/20/2020,"10,989","10,432",557,5.1
"Oregon County, MO",5/20/2020,"4,010","3,686",324,8.1
"Osage County, MO",5/20/2020,"6,968","6,658",310,4.4
"Ozark County, MO",5/20/2020,"3,500","3,149",351,10
"Pemiscot County, MO",5/20/2020,"6,471","5,797",674,10.4
"Perry County, MO",5/20/2020,"10,272","8,998","1,274",12.4
"Pettis County, MO",5/20/2020,"21,330","19,034","2,296",10.8
"Phelps County, MO",5/20/2020,"18,922","17,773","1,149",6.1
"Pike County, MO",5/20/2020,"7,481","6,797",684,9.1
"Platte County, MO",5/20/2020,"57,119","51,288","5,831",10.2
"Polk County, MO",5/20/2020,"14,005","13,098",907,6.5
"Pulaski County, MO",5/20/2020,"14,241","13,156","1,085",7.6
"Putnam County, MO",5/20/2020,"2,295","2,156",139,6.1
"Ralls County, MO",5/20/2020,"5,510","5,181",329,6
"Randolph County, MO",5/20/2020,"10,176","9,283",893,8.8
"Ray County, MO",5/20/2020,"11,253","9,583","1,670",14.8
"Reynolds County, MO",5/20/2020,"2,938","2,718",220,7.5
"Ripley County, MO",5/20/2020,"5,092","4,468",624,12.3
"St. Charles County, MO",5/20/2020,"219,539","198,872","20,667",9.4
"St. Clair County, MO",5/20/2020,"3,754","3,444",310,8.3
"Ste. Genevieve County, MO",5/20/2020,"9,017","8,296",721,8
"St. Francois County, MO",5/20/2020,"26,459","23,630","2,829",10.7
"St. Louis County, MO",5/20/2020,"516,372","463,097","53,275",10.3
"Saline County, MO",5/20/2020,"10,571","10,070",501,4.7
"Schuyler County, MO",5/20/2020,"1,902","1,804",98,5.2
"Scotland County, MO",5/20/2020,"2,352","2,272",80,3.4
"Scott County, MO",5/20/2020,"19,257","17,853","1,404",7.3
"Shannon County, MO",5/20/2020,"3,286","2,969",317,9.6
"Shelby County, MO",5/20/2020,"3,072","2,938",134,4.4
"Stoddard County, MO",5/20/2020,"13,116","12,073","1,043",8
"Stone County, MO",5/20/2020,"14,251","12,040","2,211",15.5
"Sullivan County, MO",5/20/2020,"2,656","2,551",105,4
"Taney County, MO",5/20/2020,"30,156","23,501","6,655",22.1
"Texas County, MO",5/20/2020,"8,715","8,127",588,6.7
"Vernon County, MO",5/20/2020,"9,287","8,811",476,5.1
"Warren County, MO",5/20/2020,"17,493","15,749","1,744",10
"Washington County, MO",5/20/2020,"10,136","9,073","1,063",10.5
"Wayne County, MO",5/20/2020,"4,950","4,510",440,8.9
"Webster County, MO",5/20/2020,"16,884","15,567","1,317",7.8
"Worth County, MO",5/20/2020,"1,190","1,135",55,4.6
"Wright County, MO",5/20/2020,"7,531","6,851",680,9
"St. Louis city, MO",5/20/2020,"152,443","131,839","20,604",13.5
"Beaverhead County, MT",5/20/2020,"4,831","4,581",250,5.2
"Big Horn County, MT",5/20/2020,"4,520","4,099",421,9.3
"Blaine County, MT",5/20/2020,"2,405","2,290",115,4.8
"Broadwater County, MT",5/20/2020,"2,482","2,293",189,7.6
"Carbon County, MT",5/20/2020,"5,399","4,925",474,8.8
"Carter County, MT",5/20/2020,603,586,17,2.8
"Cascade County, MT",5/20/2020,"37,557","34,510","3,047",8.1
"Chouteau County, MT",5/20/2020,"2,362","2,252",110,4.7
"Custer County, MT",5/20/2020,"5,854","5,473",381,6.5
"Daniels County, MT",5/20/2020,846,816,30,3.5
"Dawson County, MT",5/20/2020,"4,437","4,074",363,8.2
"Deer Lodge County, MT",5/20/2020,"4,848","4,524",324,6.7
"Fallon County, MT",5/20/2020,"1,617","1,535",82,5.1
"Fergus County, MT",5/20/2020,"5,635","5,315",320,5.7
"Flathead County, MT",5/20/2020,"48,287","42,531","5,756",11.9
"Gallatin County, MT",5/20/2020,"68,160","62,076","6,084",8.9
"Garfield County, MT",5/20/2020,691,669,22,3.2
"Glacier County, MT",5/20/2020,"5,381","4,857",524,9.7
"Golden Valley County, MT",5/20/2020,352,328,24,6.8
"Granite County, MT",5/20/2020,"1,625","1,444",181,11.1
"Hill County, MT",5/20/2020,"7,177","6,745",432,6
"Jefferson County, MT",5/20/2020,"5,482","5,090",392,7.2
"Judith Basin County, MT",5/20/2020,"1,007",952,55,5.5
"Lake County, MT",5/20/2020,"13,000","11,950","1,050",8.1
"Lewis and Clark County, MT",5/20/2020,"34,501","32,107","2,394",6.9
"Liberty County, MT",5/20/2020,908,886,22,2.4
"Lincoln County, MT",5/20/2020,"7,945","6,938","1,007",12.7
"McCone County, MT",5/20/2020,892,860,32,3.6
"Madison County, MT",5/20/2020,"4,345","4,019",326,7.5
"Meagher County, MT",5/20/2020,872,815,57,6.5
"Mineral County, MT",5/20/2020,"1,789","1,561",228,12.7
"Missoula County, MT",5/20/2020,"64,615","58,607","6,008",9.3
"Musselshell County, MT",5/20/2020,"2,162","1,996",166,7.7
"Park County, MT",5/20/2020,"9,291","8,106","1,185",12.8
"Petroleum County, MT",5/20/2020,258,248,10,3.9
"Phillips County, MT",5/20/2020,"1,797","1,690",107,6
"Pondera County, MT",5/20/2020,"2,554","2,390",164,6.4
"Powder River County, MT",5/20/2020,914,879,35,3.8
"Powell County, MT",5/20/2020,"2,775","2,591",184,6.6
"Prairie County, MT",5/20/2020,458,424,34,7.4
"Ravalli County, MT",5/20/2020,"19,680","18,225","1,455",7.4
"Richland County, MT",5/20/2020,"5,601","5,070",531,9.5
"Roosevelt County, MT",5/20/2020,"4,260","3,929",331,7.8
"Rosebud County, MT",5/20/2020,"3,779","3,481",298,7.9
"Sanders County, MT",5/20/2020,"4,791","4,309",482,10.1
"Sheridan County, MT",5/20/2020,"1,687","1,581",106,6.3
"Silver Bow County, MT",5/20/2020,"16,549","15,050","1,499",9.1
"Stillwater County, MT",5/20/2020,"5,247","4,893",354,6.7
"Sweet Grass County, MT",5/20/2020,"1,721","1,640",81,4.7
"Teton County, MT",5/20/2020,"2,630","2,495",135,5.1
"Toole County, MT",5/20/2020,"2,035","1,889",146,7.2
"Treasure County, MT",5/20/2020,325,310,15,4.6
"Valley County, MT",5/20/2020,"3,920","3,714",206,5.3
"Wheatland County, MT",5/20/2020,789,711,78,9.9
"Wibaux County, MT",5/20/2020,436,409,27,6.2
"Yellowstone County, MT",5/20/2020,"79,830","73,587","6,243",7.8
"Adams County, NE",5/20/2020,"17,210","16,315",895,5.2
"Antelope County, NE",5/20/2020,"3,618","3,545",73,2
"Arthur County, NE",5/20/2020,222,214,8,3.6
"Banner County, NE",5/20/2020,377,367,10,2.7
"Blaine County, NE",5/20/2020,250,246,4,1.6
"Boone County, NE",5/20/2020,"2,961","2,891",70,2.4
"Box Butte County, NE",5/20/2020,"5,521","5,229",292,5.3
"Boyd County, NE",5/20/2020,"1,083","1,053",30,2.8
"Brown County, NE",5/20/2020,"1,406","1,372",34,2.4
"Buffalo County, NE",5/20/2020,"28,731","26,996","1,735",6
"Burt County, NE",5/20/2020,"3,511","3,378",133,3.8
"Butler County, NE",5/20/2020,"4,663","4,464",199,4.3
"Cass County, NE",5/20/2020,"13,242","12,574",668,5
"Cedar County, NE",5/20/2020,"4,529","4,406",123,2.7
"Chase County, NE",5/20/2020,"2,283","2,246",37,1.6
"Cherry County, NE",5/20/2020,"3,356","3,275",81,2.4
"Cheyenne County, NE",5/20/2020,"4,338","4,133",205,4.7
"Clay County, NE",5/20/2020,"3,321","3,203",118,3.6
"Colfax County, NE",5/20/2020,"5,667","5,458",209,3.7
"Cuming County, NE",5/20/2020,"4,837","4,707",130,2.7
"Custer County, NE",5/20/2020,"6,435","6,271",164,2.5
"Dakota County, NE",5/20/2020,"10,560","9,963",597,5.7
"Dawes County, NE",5/20/2020,"4,947","4,805",142,2.9
"Dawson County, NE",5/20/2020,"13,290","12,751",539,4.1
"Deuel County, NE",5/20/2020,965,937,28,2.9
"Dixon County, NE",5/20/2020,"2,940","2,830",110,3.7
"Dodge County, NE",5/20/2020,"20,111","19,347",764,3.8
"Douglas County, NE",5/20/2020,"296,674","277,765","18,909",6.4
"Dundy County, NE",5/20/2020,"1,158","1,137",21,1.8
"Fillmore County, NE",5/20/2020,"3,191","3,084",107,3.4
"Franklin County, NE",5/20/2020,"1,491","1,439",52,3.5
"Frontier County, NE",5/20/2020,"1,541","1,500",41,2.7
"Furnas County, NE",5/20/2020,"2,574","2,501",73,2.8
"Gage County, NE",5/20/2020,"11,038","10,570",468,4.2
"Garden County, NE",5/20/2020,"1,067","1,028",39,3.7
"Garfield County, NE",5/20/2020,"1,121","1,099",22,2
"Gosper County, NE",5/20/2020,"1,113","1,076",37,3.3
"Grant County, NE",5/20/2020,408,402,6,1.5
"Greeley County, NE",5/20/2020,"1,238","1,201",37,3
"Hall County, NE",5/20/2020,"32,166","29,490","2,676",8.3
"Hamilton County, NE",5/20/2020,"4,644","4,433",211,4.5
"Harlan County, NE",5/20/2020,"1,844","1,779",65,3.5
"Hayes County, NE",5/20/2020,619,609,10,1.6
"Hitchcock County, NE",5/20/2020,"1,265","1,224",41,3.2
"Holt County, NE",5/20/2020,"5,771","5,629",142,2.5
"Hooker County, NE",5/20/2020,450,439,11,2.4
"Howard County, NE",5/20/2020,"3,306","3,113",193,5.8
"Jefferson County, NE",5/20/2020,"4,216","4,085",131,3.1
"Johnson County, NE",5/20/2020,"2,068","1,986",82,4
"Kearney County, NE",5/20/2020,"3,893","3,736",157,4
"Keith County, NE",5/20/2020,"4,611","4,451",160,3.5
"Keya Paha County, NE",5/20/2020,586,578,8,1.4
"Kimball County, NE",5/20/2020,"2,008","1,936",72,3.6
"Knox County, NE",5/20/2020,"4,661","4,531",130,2.8
"Lancaster County, NE",5/20/2020,"177,742","168,557","9,185",5.2
"Lincoln County, NE",5/20/2020,"18,818","17,900",918,4.9
"Logan County, NE",5/20/2020,467,453,14,3
"Loup County, NE",5/20/2020,398,391,7,1.8
"McPherson County, NE",5/20/2020,446,436,10,2.2
"Madison County, NE",5/20/2020,"20,107","19,357",750,3.7
"Merrick County, NE",5/20/2020,"3,934","3,726",208,5.3
"Morrill County, NE",5/20/2020,"2,658","2,555",103,3.9
"Nance County, NE",5/20/2020,"2,018","1,943",75,3.7
"Nemaha County, NE",5/20/2020,"3,599","3,455",144,4
"Nuckolls County, NE",5/20/2020,"2,368","2,315",53,2.2
"Otoe County, NE",5/20/2020,"8,418","8,086",332,3.9
"Pawnee County, NE",5/20/2020,"1,480","1,440",40,2.7
"Perkins County, NE",5/20/2020,"1,814","1,784",30,1.7
"Phelps County, NE",5/20/2020,"5,025","4,844",181,3.6
"Pierce County, NE",5/20/2020,"4,130","4,018",112,2.7
"Platte County, NE",5/20/2020,"18,061","17,099",962,5.3
"Polk County, NE",5/20/2020,"2,973","2,861",112,3.8
"Red Willow County, NE",5/20/2020,"5,911","5,702",209,3.5
"Richardson County, NE",5/20/2020,"4,262","4,140",122,2.9
"Rock County, NE",5/20/2020,875,856,19,2.2
"Saline County, NE",5/20/2020,"7,462","7,161",301,4
"Sarpy County, NE",5/20/2020,"94,874","89,910","4,964",5.2
"Saunders County, NE",5/20/2020,"10,843","10,405",438,4
"Scotts Bluff County, NE",5/20/2020,"18,263","17,447",816,4.5
"Seward County, NE",5/20/2020,"8,940","8,469",471,5.3
"Sheridan County, NE",5/20/2020,"2,612","2,556",56,2.1
"Sherman County, NE",5/20/2020,"1,650","1,594",56,3.4
"Sioux County, NE",5/20/2020,726,714,12,1.7
"Stanton County, NE",5/20/2020,"3,539","3,425",114,3.2
"Thayer County, NE",5/20/2020,"2,754","2,684",70,2.5
"Thomas County, NE",5/20/2020,421,408,13,3.1
"Thurston County, NE",5/20/2020,"3,184","2,970",214,6.7
"Valley County, NE",5/20/2020,"2,173","2,110",63,2.9
"Washington County, NE",5/20/2020,"10,958","10,502",456,4.2
"Wayne County, NE",5/20/2020,"5,674","5,507",167,2.9
"Webster County, NE",5/20/2020,"1,687","1,617",70,4.1
"Wheeler County, NE",5/20/2020,553,542,11,2
"York County, NE",5/20/2020,"7,436","7,109",327,4.4
"Churchill County, NV",5/20/2020,"10,232","9,357",875,8.6
"Clark County, NV",5/20/2020,"1,019,238","725,343","293,895",28.8
"Douglas County, NV",5/20/2020,"22,116","18,827","3,289",14.9
"Elko County, NV",5/20/2020,"26,581","23,436","3,145",11.8
"Esmeralda County, NV",5/20/2020,371,351,20,5.4
"Eureka County, NV",5/20/2020,910,873,37,4.1
"Humboldt County, NV",5/20/2020,"7,560","6,974",586,7.8
"Lander County, NV",5/20/2020,"2,890","2,713",177,6.1
"Lincoln County, NV",5/20/2020,"1,821","1,706",115,6.3
"Lyon County, NV",5/20/2020,"21,213","18,281","2,932",13.8
"Mineral County, NV",5/20/2020,"1,950","1,788",162,8.3
"Nye County, NV",5/20/2020,"16,666","14,112","2,554",15.3
"Pershing County, NV",5/20/2020,"2,260","2,118",142,6.3
"Storey County, NV",5/20/2020,"1,733","1,458",275,15.9
"Washoe County, NV",5/20/2020,"219,674","184,468","35,206",16
"White Pine County, NV",5/20/2020,"4,299","4,066",233,5.4
"Carson City, NV",5/20/2020,"22,729","19,267","3,462",15.2
"Belknap County, NH",5/20/2020,"29,700","24,444","5,256",17.7
"Carroll County, NH",5/20/2020,"22,365","17,739","4,626",20.7
"Cheshire County, NH",5/20/2020,"38,033","33,117","4,916",12.9
"Coos County, NH",5/20/2020,"14,071","11,437","2,634",18.7
"Grafton County, NH",5/20/2020,"47,078","40,497","6,581",14
"Hillsborough County, NH",5/20/2020,"233,163","196,518","36,645",15.7
"Merrimack County, NH",5/20/2020,"79,142","68,146","10,996",13.9
"Rockingham County, NH",5/20/2020,"175,860","148,429","27,431",15.6
"Strafford County, NH",5/20/2020,"70,095","59,609","10,486",15
"Sullivan County, NH",5/20/2020,"21,025","18,647","2,378",11.3
"Atlantic County, NJ",5/20/2020,"123,110","83,049","40,061",32.5
"Bergen County, NJ",5/20/2020,"485,218","412,954","72,264",14.9
"Burlington County, NJ",5/20/2020,"233,012","203,531","29,481",12.7
"Camden County, NJ",5/20/2020,"260,938","221,249","39,689",15.2
"Cape May County, NJ",5/20/2020,"43,185","33,438","9,747",22.6
"Cumberland County, NJ",5/20/2020,"67,865","57,612","10,253",15.1
"Essex County, NJ",5/20/2020,"373,779","311,862","61,917",16.6
"Gloucester County, NJ",5/20/2020,"153,752","131,509","22,243",14.5
"Hudson County, NJ",5/20/2020,"366,145","308,162","57,983",15.8
"Hunterdon County, NJ",5/20/2020,"62,914","55,820","7,094",11.3
"Mercer County, NJ",5/20/2020,"203,684","182,163","21,521",10.6
"Middlesex County, NJ",5/20/2020,"431,564","373,444","58,120",13.5
"Monmouth County, NJ",5/20/2020,"326,077","279,749","46,328",14.2
"Morris County, NJ",5/20/2020,"251,580","220,910","30,670",12.2
